rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_acts,st_actserr,st_actslim,st_actr,st_actrerr,st_actrlim,st_actlx,st_actlxerr,st_actlxlim,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_vj,st_vjerr,st_vjlim,st_bj,st_bjerr,st_bjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn
81,CoRoT-24,b,CoRoT-24 b,Transit,0,2,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,86.500,2.000,-2.000,0,0.01800,,,1,Mass,0.330,0.040,-0.040,0,0.90000,,,1,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,601.22,16.02,-16.02,0,,,,,15.180,,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2018-05-31,1,1,0,0,0,0,9.33000e-02,1.140000e-02,-1.140000e-02,,,,0,,,,0,2.100,,,0,1070,140,-140,0,,,,0,0.01800,,,1,,,,0,5.70000,,,1,,,,0,5.70000,,,1,3.700,0.400,-0.400,0,0.034,0.004,-0.004,0,,,,0,0.1188000,0.0104000,-0.0104000,0,2454789.611000,0.006000,-0.006000,0,HJD,0.6500,0.3000,-0.3000,0,,,,0,10.900000,2.800000,-2.800000,0,0.03700,0.00210,-0.00210,0, Alonso et al. 2014,2014, Alonso et al. 2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3,0,23,6,http://exoplanet.eu/catalog/corot-24_b/,,2014-07,,,6.79483647,215.817489,-2.527569,103.330918,-26.608527,,,,0,1.66,0.04,-0.04,0,-1.300,0.100,0,2.800,0.100,0,3.000,0.100,0,-1.300,0.100,0,2.800,0.100,0,3.000,0.100,0,51.37,,,0,5.10,K1 V,,0,4.55,0.15,-0.15,0,,,,,,,,,0.300,0.150,-0.150,0,[Fe/H],11.000,,,,2.0000,1.0000,-1.5000,0,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.595,0.021,0,13.046,0.030,0,12.924,0.023,0,12.898,0.026,0,13.001,0.029,0,12.418,0.471,0,9.039,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,0.549,0.037,0,0.122,0.038,0,0.671,0.031,0,,,,,,,,,,3
89,CoRoT-4,b,CoRoT-4 b,Transit,0,1,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,Mass,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,15.39,-15.39,0,741.60,15.39,-15.39,0,,,,,13.561,,0,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,2014-05-14,1,1,0,0,0,0,1.21000e-01,2.900000e-03,-2.900000e-03,,,,,,,,,63.000,6.000,-6.000,0,1074,19,-19,0,,,,,0.72000,0.08000,-0.08000,0,,,,,228.83000,25.43000,-25.43000,0,,,,,228.83000,25.43000,-25.43000,0,13.340,0.670,-0.560,0,0.122,0.006,-0.005,0,,,,0,,,,,2454141.364160,0.000890,-0.000890,0,BJD,,,,,,,,,17.360000,0.050000,-0.250000,0,0.10470,0.00410,-0.00220,0, Moutou et al. 2008 ,2008, Aigrain et al. 2008 ,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3,0,59,10,http://exoplanet.eu/catalog/corot-4_b/,http://exoplanets.org/detail/CoRoT-4_b,2008-09,,,6.81297753,213.227628,-0.898357,103.321178,-23.549905,1.35,0.03,-0.03,0,1.35,0.03,-0.03,0,-3.700,0.000,0,-3.900,0.000,0,5.300,0.000,0,-3.700,0.000,0,-3.900,0.000,0,5.300,0.000,0,32.30,0.01,-0.01,0,,,,,4.41,0.05,-0.05,0,,,,,,,,,,,,,,1.000,1.000,-0.300,,6.4000,1.0000,-1.0000,0,,,,,,,,,,,2,0,0,2,0,3,0,,,,,,,,,,,,,,,,12.619,0.026,0,12.359,0.029,0,12.288,0.030,0,12.194,0.022,0,12.246,0.024,0,12.152,0.354,0,8.832,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,0.260,0.039,0,0.071,0.042,0,0.331,0.040,0,,,,,,,,,,3
97,DE CVn,b,DE CVn b,Eclipse Timing Variations,0,1,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,0.000000,,,0,86.000,,,0,12.02930,3.00733,-3.00733,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,0,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,0.03,-0.03,0,30.55,0.03,-0.03,0,,,,,11.975,,0,,,,0,0.51,,,0,,,,0,2019-07-11,0,0,0,0,0,1,1.88000e+02,6.610000e+01,-6.610000e+01,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,12.00000,3.00000,-3.00000,0,,,,0,3813.96000,953.49000,-953.49000,0,3823.27330,955.81833,-955.81833,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0,Han et al. 2018,2018,Han et al. 2018,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,3,0,7,6,http://exoplanet.eu/catalog/de_cvn_b/,,2018-11,,,13.44813056,104.286126,70.277059,175.944043,49.289591,32.73,0.03,-0.03,0,32.73,0.03,-0.03,0,-202.464,0.039,0,-175.827,0.042,0,268.155,0.041,0,-202.464,0.039,0,-175.827,0.042,0,268.155,0.041,0,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,9.392,0.019,0,8.797,0.028,0,8.555,0.019,0,8.447,0.023,0,8.306,0.019,0,8.215,0.021,0,8.146,0.204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,0.595,0.034,0,0.242,0.034,0,0.837,0.027,0,,,,,,,,,,3
105,K2-16,d,EPIC 201754305 d,Transit,0,3,2.71578000,0.00031000,-0.00031000,0,,,,0,,,,0,,,,0,,,,0,,0.092,0.008,-0.008,0,,,,0,0,0,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4.23,-4.23,0,338.19,4.23,-4.23,0,14.670,0.040,0,V (Johnson),14.323,,0,,,,0,0.67,0.03,-0.04,0,,,,0,2019-06-13,1,0,0,0,0,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1.030,0.085,-0.086,0,0.009,0.001,-0.001,0,,,,0,,,,0,2456850.496300,0.002900,-0.002900,0,BJD,0.2100,0.2100,-0.1400,0,,,,0,,,,0,0.01500,0.00100,-0.00100,0,Heller et al. 2019,2019,Heller et al. 2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,10,,,,,,11.67315063,262.911973,61.777078,173.693100,2.235777,2.96,0.04,-0.04,0,2.96,0.04,-0.04,0,-3.800,3.200,,21.800,3.900,,22.100,3.900,,-6.400,0.100,0,21.600,0.000,0,22.600,0.000,0,,,,,5.30,K3 V,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,2.0000,1.0000,-1.0000,0,,,,,,,,,,,0,0,0,0,0,3,0,,,,14.670,0.040,0,15.647,0.040,0,,,,,,,12.764,0.026,0,12.207,0.027,0,12.087,0.023,0,12.061,0.023,0,12.098,0.023,0,12.341,0.462,0,8.995,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,0.999,0.041,0,,,,,,,0.557,0.037,0,0.120,0.035,0,0.677,0.035,0,,,,,,,,,,4
113,EPIC 206317286,b,EPIC 206317286 b,Transit,0,1,1.58252000,0.00017000,-0.00018000,0,,,,0,,,,0,,,,0,,,,0,,0.086,0.010,-0.013,0,,,,0,0,0,1,0,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.20,2.94,-2.94,0,317.20,2.94,-2.94,0,14.051,0.036,0,V (Johnson),13.774,,0,,,,0,0.71,0.09,-0.03,0,,,,0,2019-06-13,1,0,0,0,0,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.960,0.110,-0.150,0,0.009,0.001,-0.001,0,,,,0,,,,0,2457011.332700,0.002400,-0.002400,0,BJD,0.5700,0.1500,-0.2400,0,,,,0,,,,0,0.01330,0.00140,-0.00120,0,Heller et al. 2019,2019,Heller et al. 2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3,0,9,7,,,,,,22.50783895,56.169977,-51.544500,336.342884,1.303765,3.15,0.03,-0.03,0,3.15,0.03,-0.03,0,57.095,0.051,0,-12.394,0.047,0,58.425,0.051,0,57.095,0.051,0,-12.394,0.047,0,58.425,0.051,0,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,14.051,0.036,0,15.074,0.020,0,,,,,,,12.258,0.026,0,11.720,0.021,0,11.635,0.025,0,11.591,0.023,0,11.660,0.022,0,11.902,0.274,0,8.892,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,1.023,0.041,0,,,,,,,0.538,0.033,0,0.085,0.033,0,0.623,0.036,0,,,,,,,,,,4
121,EPIC 220674823,b,EPIC 220674823 b,Transit,0,2,0.57133100,0.00002000,-0.00002100,0,0.013400,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.162,0.009,-0.009,0,,,,0,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,2.97,-2.97,0,246.29,3.03,-3.03,0,12.102,0.212,0,V (Johnson),11.954,,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,2018-10-26,1,1,0,0,0,0,5.44000e-02,1.050000e-03,-1.050000e-03,,,,0,,,,0,,,,0,2119,41,-41,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1.820,0.100,-0.100,0,0.017,0.001,-0.001,0,,,,0,,,,0,2457393.437160,0.001610,-0.001580,0,BJD,0.4200,0.3100,-0.2800,0,,,,0,2.720000,0.240000,-0.550000,0,0.01710,0.00110,-0.00060,0,Livingston et al. 2018,2016,Adams et al. 2017,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3,0,78,12,http://exoplanet.eu/catalog/k2-106_b/,,,,,0.87198531,123.284030,-52.076426,16.226339,4.784518,,,,,4.06,0.05,-0.05,0,58.200,4.300,,2.700,4.100,,58.300,4.300,,61.000,0.100,0,2.200,0.000,0,61.000,0.100,0,-15.86,0.13,-0.13,0,4.50,G5 V,,0,4.45,0.03,-0.03,0,,,,0,,,,0,0.130,0.060,-0.060,0,[Fe/H],,,,0,2.8000,0.3500,-0.3500,0,,,,,,,,,,,0,0,0,0,0,3,0,,,,12.102,0.212,0,12.577,0.258,0,,,,,,,10.770,0.023,0,10.454,0.026,0,10.344,0.021,0,10.299,0.023,0,10.355,0.021,0,10.380,0.091,0,8.423,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.475,0.334,0,,,,,,,0.316,0.035,0,0.110,0.033,0,0.426,0.031,0,,,,,,,,,,4
129,GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,,,,0,0.30425,0.00444,-0.00321,0,Msini,,,,0,,,,0,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.02,0.01,-0.01,0,11.920,0.020,0,V (Johnson),10.577,,0,3264.00,,,0,0.35,,,0,0.40,,,0,2017-10-19,0,1,0,0,0,0,1.51000e+01,9.000000e-02,-9.000000e-02,,,,0,258.1000,2.0000,-1.8000,0,38.370,0.590,-0.490,0,,,,0,,,,0,,,,0,0.30425,0.00444,-0.00321,0,,,,0,96.70000,1.41000,-1.02000,0,96.70000,1.41000,-1.02000,0,,,,0,,,,0,,,,0,,,,0,,,,0,JD,,,,0,,,,0,,,,0,,,,0,Trifonov et al. 2017,2010, Haghighipour et al. 2010 ,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,16,14,http://exoplanet.eu/catalog/hip_57050_b/,http://exoplanets.org/detail/HIP_57050_b,2010-05,,HIP 57050,11.69573161,160.612622,68.918003,156.148069,36.838993,90.76,0.05,-0.05,0,90.76,0.05,-0.05,0,-575.700,0.100,0,-90.000,0.100,0,582.600,0.100,0,-575.700,0.100,0,-90.000,0.100,0,582.600,0.100,0,-9.10,,,0,6.40,M4,,0,,,,,-1.699,0.845,-0.699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,4,3,,,,11.920,0.020,0,13.440,0.025,0,,,,9.180,0.025,0,7.608,0.018,0,7.069,0.022,0,6.822,0.016,0,6.672,0.078,0,6.443,0.024,0,6.446,0.015,0,6.254,0.047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,1.520,0.015,0,2.740,0.015,0,,,,0.539,0.028,0,0.247,0.027,0,0.786,0.024,0,,,,,,,,,,6
137,GJ 179,b,GJ 179 b,Radial Velocity,0,1,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,0.210000,0.080000,-0.080000,0,,,,,0.82000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,0.01,-0.01,0,12.36,0.01,-0.01,0,12.000,0.025,0,V (Johnson),10.706,,0,3370.00,100.00,-100.00,0,0.36,0.03,-0.03,0,0.38,0.02,-0.02,0,2014-05-14,0,1,0,0,0,0,1.95000e+02,3.200000e+00,-3.200000e+00,2455140.000000,104.000000,-104.000000,0,153.0000,24.0000,-24.0000,0,25.800,2.200,-2.200,0,,,,,,,,,,,,,0.82000,0.07000,-0.07000,0,,,,,260.61000,22.25000,-22.25000,0,260.61000,22.25000,-22.25000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Howard et al. 2010 ,2009, Howard et al. 2010 ,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,18,15,http://exoplanet.eu/catalog/gj_179_b/,http://exoplanets.org/detail/GJ_179_b,2010-10,,HIP 22627,4.86825765,192.225850,-22.862487,72.440162,-15.933888,80.90,0.06,-0.06,0,80.90,0.06,-0.06,0,153.400,0.100,0,-306.100,0.100,0,342.400,0.100,0,153.400,0.100,0,-306.100,0.100,0,342.400,0.100,0,,,,,6.35,M3.5 V,,0,4.83,,,0,-1.796,0.051,-0.058,0,,,,,0.300,0.100,-0.100,0,[Fe/H],,,,,1.5000,,,1,,,,,,,,,,,3,0,1,2,0,4,2,14.790,0.024,0,12.000,0.025,0,13.520,0.044,0,10.840,0.008,0,9.320,0.010,0,7.814,0.024,0,7.209,0.045,0,6.942,0.018,0,6.804,0.065,0,6.624,0.021,0,6.567,0.017,0,6.539,0.066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1.223,0.021,0,1.520,0.044,0,2.680,0.010,0,1.155,,0,0.605,0.051,0,0.267,0.048,0,0.872,0.030,0,,,,,,,,,,14
145,GJ 317,c,GJ 317 c,Radial Velocity,0,2,5312.00000000,758.00000000,-1248.00000000,0,,,,0,0.308000,0.065000,-0.079000,0,,,,0,1.54000,1.26000,-0.57000,0,Msini,,,,0,,,,0,0,0,0,0,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,15.10,0.22,-0.22,0,15.20,0.01,-0.01,0,11.970,0.014,0,V (Johnson),10.754,,0,3510.00,50.00,-50.00,0,0.42,0.05,-0.05,0,,,,,2018-11-29,0,1,0,0,0,0,,,,2457424.000000,1913.000000,-3660.000000,0,194.0000,27.0000,-31.0000,0,30.000,36.000,-14.000,0,,,,0,,,,0,,,,0,1.54000,1.26000,-0.57000,0,,,,0,489.45820,400.46580,-181.16310,0,489.45820,400.46580,-181.16310,0,,,,0,,,,0,,,,0,,,,0,,,,0,JD,,,,0,,,,0,,,,0,,,,0,Bryan et al. 2016,2018,Bryan et al. 2016,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,20,15,http://exoplanet.eu/catalog/gj_317_c/,,,,,8.68311535,246.799424,11.189983,140.759660,-40.070149,65.30,0.40,-0.40,0,65.77,0.06,-0.06,0,-366.500,,0,733.500,,0,820.000,,0,-461.200,0.100,0,805.600,0.100,0,928.200,0.100,0,87.80,1.50,-1.50,0,6.25,M2.5 V,,0,,,,,,,,,,,,,0.360,0.200,-0.200,0,[Fe/H],5.000,,,,,,,,,,,,,,,,,,1,0,0,1,0,3,4,,,,11.970,0.014,0,13.470,0.044,0,10.850,0.008,0,9.370,0.010,0,7.934,0.027,0,7.321,0.071,0,7.028,0.020,0,6.867,0.065,0,6.766,0.021,0,6.704,0.016,0,6.502,0.059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,1.500,0.044,0,2.600,0.010,0,1.126,,0,0.613,0.076,0,0.293,0.074,0,0.906,0.034,0,,,,,,,,,,13
153,GJ 3341,b,GJ 3341 b,Radial Velocity,0,1,14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,0.310000,0.110000,-0.110000,0,,,,,0.02080,0.00030,-0.00030,0,Msini,,,,,,,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,0.78,-0.73,0,23.64,0.03,-0.03,0,12.080,,0,V (Johnson),11.103,,0,3526.00,49.00,-49.00,0,0.47,,,0,0.44,0.03,-0.03,0,2014-12-03,0,1,0,0,0,0,3.84000e+00,1.250000e-01,-1.250000e-01,2455622.700000,0.800000,-0.800000,0,42.3200,4.3000,-4.3000,0,3.040,0.410,-0.410,0,,,,,,,,,,,,,0.02080,0.00030,-0.00030,0,,,,,6.60000,0.10000,-0.10000,0,6.60000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astudillo-Defru et al. 2015,2015,Astudillo-Defru et al. 2015,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,13,8,http://exoplanet.eu/catalog/gj_3341_b/,http://exoplanets.org/detail/GJ_3341_b,2015-03,,,5.26297752,234.219884,-33.034901,73.767614,-54.114028,43.18,1.40,-1.40,0,42.31,0.05,-0.05,0,541.400,,0,178.200,,0,570.000,,0,494.200,0.100,0,249.800,0.100,0,553.700,0.100,0,47.80,0.00,0.00,0,6.25,M2.5,,0,,,,,-1.538,,,0,,,,,-0.090,0.090,-0.090,0,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,12.080,,0,,,,,,,,,,8.592,0.020,0,7.990,0.049,0,7.733,0.022,0,7.644,0.024,0,7.537,0.020,0,7.425,0.018,0,7.354,0.103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,0.602,0.053,0,0.257,0.054,0,0.859,0.030,0,,,,,,,,,,3
161,GJ 4276,b,GJ 4276 b,Radial Velocity,0,1,13.35200000,0.00300000,-0.00300000,0,0.082000,0.002000,-0.002000,0,0.370000,0.030000,-0.030000,0,,,,0,0.05213,0.00296,-0.00299,0,Msini,,,,0,,,,0,0,0,0,0,22h25m17.05s,336.321023,+59d24m49.8s,59.413835,21.35,0.02,-0.02,0,21.35,0.02,-0.02,0,,,,,11.660,,0,3387.00,51.00,-51.00,0,0.41,0.03,-0.03,0,0.41,0.01,-0.01,0,2019-01-24,0,1,0,0,0,0,3.84000e+00,9.400000e-02,-9.400000e-02,2457576.720000,0.190000,-0.170000,0,216.8300,4.7400,-4.5600,0,8.790,0.270,-0.270,0,,,,0,,,,0,,,,0,0.05213,0.00296,-0.00299,0,,,,0,16.57000,0.94000,-0.95000,0,16.57000,0.94000,-0.95000,0,,,,0,,,,0,,,,0,,,,0,,,,0,BJD,,,,0,,,,0,,,,0,,,,0,Nagel et al. 2019,2019,Nagel et al. 2019,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,3,0,15,6,,,,,,22.42140153,105.290122,1.644135,18.391788,60.588504,46.84,0.04,-0.04,0,46.84,0.04,-0.04,0,122.369,0.070,0,-310.095,0.059,0,333.366,0.061,0,122.369,0.070,0,-310.095,0.059,0,333.366,0.061,0,,,,,6.40,M4.0,,0,4.97,0.07,-0.07,0,-1.706,0.007,-0.007,0,,,,0,0.120,0.160,-0.160,0,[Fe/H],6.900,1.100,-1.100,0,2.0000,,,1,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,8.745,0.027,0,8.160,0.044,0,7.887,0.021,0,7.736,0.025,0,7.628,0.020,0,7.529,0.023,0,7.583,0.138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,0.585,0.052,0,0.273,0.049,0,0.858,0.034,0,,,,,,,,,,3
